Title,Year,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Genre
The Ministry of Ungentlemanly Warfare,2024,"$20,535,053",60.0,21.8755,"Jerry Bruckheimer Films,Black Bear Pictures,Toff Guy Films",29.715044,120,68.0,68.0,55.0, Comedy
The Ministry of Ungentlemanly Warfare,2024,"$20,535,053",60.0,21.8755,"Jerry Bruckheimer Films,Black Bear Pictures,Toff Guy Films",29.715044,120,68.0,68.0,55.0, War
The Batman,2022,"$369,345,583",185.0,17.5821,"6th & Idaho Motion Picture Company,Dylan Clark Productions,DC Films,Warner Bros. Pictures",772.319315,177,78.0,85.0,72.0,Action
The Batman,2022,"$369,345,583",185.0,17.5821,"6th & Idaho Motion Picture Company,Dylan Clark Productions,DC Films,Warner Bros. Pictures",772.319315,177,78.0,85.0,72.0, Crime
The Batman,2022,"$369,345,583",185.0,17.5821,"6th & Idaho Motion Picture Company,Dylan Clark Productions,DC Films,Warner Bros. Pictures",772.319315,177,78.0,85.0,72.0, Drama
Parthenope,2024,,32.0,13.2041,"The Apartment Pictures,Pathé,Numero10,Saint Laurent Productions,PiperFilm,Logical Content Ventures",10.36111,137,69.0,47.0,57.0,Drama
Parthenope,2024,,32.0,13.2041,"The Apartment Pictures,Pathé,Numero10,Saint Laurent Productions,PiperFilm,Logical Content Ventures",10.36111,137,69.0,47.0,57.0, Fantasy
Venom: The Last Dance,2024,"$139,755,882",120.0,64.4236,"Columbia Pictures,Pascal Pictures,Matt Tolmach Productions,Hutch Parker Entertainment,Arad Productions",478.103649,109,60.0,40.0,41.0,Action
Venom: The Last Dance,2024,"$139,755,882",120.0,64.4236,"Columbia Pictures,Pascal Pictures,Matt Tolmach Productions,Hutch Parker Entertainment,Arad Productions",478.103649,109,60.0,40.0,41.0, Adventure
Venom: The Last Dance,2024,"$139,755,882",120.0,64.4236,"Columbia Pictures,Pascal Pictures,Matt Tolmach Productions,Hutch Parker Entertainment,Arad Productions",478.103649,109,60.0,40.0,41.0, Sci-Fi
Paddington in Peru,2024,"$45,676,600",90.0,23.7122,"Marmalade Pictures,Kinoshita Group,StudioCanal,Stage 6 Films",168.610271,106,67.0,93.0,65.0,Adventure
Paddington in Peru,2024,"$45,676,600",90.0,23.7122,"Marmalade Pictures,Kinoshita Group,StudioCanal,Stage 6 Films",168.610271,106,67.0,93.0,65.0, Comedy
Paddington in Peru,2024,"$45,676,600",90.0,23.7122,"Marmalade Pictures,Kinoshita Group,StudioCanal,Stage 6 Films",168.610271,106,67.0,93.0,65.0, Family
Juror #2,2024,,30.0,15.186,"Warner Bros. Pictures,Malpaso Productions,Dichotomy Films",21.418477,114,70.0,93.0,72.0,Crime
Juror #2,2024,,30.0,15.186,"Warner Bros. Pictures,Malpaso Productions,Dichotomy Films",21.418477,114,70.0,93.0,72.0, Drama
Juror #2,2024,,30.0,15.186,"Warner Bros. Pictures,Malpaso Productions,Dichotomy Films",21.418477,114,70.0,93.0,72.0, Mystery
Bullet Train,2022,"$103,368,602",90.0,20.3262,"87North Productions,Columbia Pictures",239.3,126,73.0,53.0,49.0,Action
Bullet Train,2022,"$103,368,602",90.0,20.3262,"87North Productions,Columbia Pictures",239.3,126,73.0,53.0,49.0, Comedy
Bullet Train,2022,"$103,368,602",90.0,20.3262,"87North Productions,Columbia Pictures",239.3,126,73.0,53.0,49.0, Thriller
Longlegs,2024,"$74,346,140",10.0,11.0485,"C2 Motion Picture Group,Saturn Films,Oddfellows Entertainment,Traffic.,Range Media Partners",126.942386,100,66.0,86.0,77.0,Crime
Longlegs,2024,"$74,346,140",10.0,11.0485,"C2 Motion Picture Group,Saturn Films,Oddfellows Entertainment,Traffic.,Range Media Partners",126.942386,100,66.0,86.0,77.0, Horror
Longlegs,2024,"$74,346,140",10.0,11.0485,"C2 Motion Picture Group,Saturn Films,Oddfellows Entertainment,Traffic.,Range Media Partners",126.942386,100,66.0,86.0,77.0, Thriller
It Ends with Us,2024,"$148,518,266",25.0,13.4374,"Columbia Pictures,Wayfarer Studios,Saks Picture Company",350.993761,131,64.0,55.0,53.0,Drama
It Ends with Us,2024,"$148,518,266",25.0,13.4374,"Columbia Pictures,Wayfarer Studios,Saks Picture Company",350.993761,131,64.0,55.0,53.0, Romance
Furiosa: A Mad Max Saga,2024,"$67,475,791",170.0,19.4101,"Warner Bros. Pictures,Kennedy Miller Mitchell,Domain Entertainment",173.775791,149,75.0,90.0,79.0,Action
Furiosa: A Mad Max Saga,2024,"$67,475,791",170.0,19.4101,"Warner Bros. Pictures,Kennedy Miller Mitchell,Domain Entertainment",173.775791,149,75.0,90.0,79.0, Adventure
Furiosa: A Mad Max Saga,2024,"$67,475,791",170.0,19.4101,"Warner Bros. Pictures,Kennedy Miller Mitchell,Domain Entertainment",173.775791,149,75.0,90.0,79.0, Sci-Fi
Y2K,2024,"$4,446,596",15.0,8.3394,"A24,Strong Baby Productions,American Light & Fixture",4.210306,91,48.0,42.0,49.0,Comedy
Y2K,2024,"$4,446,596",15.0,8.3394,"A24,Strong Baby Productions,American Light & Fixture",4.210306,91,48.0,42.0,49.0, Horror
Y2K,2024,"$4,446,596",15.0,8.3394,"A24,Strong Baby Productions,American Light & Fixture",4.210306,91,48.0,42.0,49.0, Sci-Fi
Blink Twice,2024,"$23,093,906",20.0,20.4486,"Metro-Goldwyn-Mayer,Free Association,This Is Important,Bold Choices",46.393906,102,65.0,75.0,66.0,Mystery
Blink Twice,2024,"$23,093,906",20.0,20.4486,"Metro-Goldwyn-Mayer,Free Association,This Is Important,Bold Choices",46.393906,102,65.0,75.0,66.0, Thriller
The Beekeeper,2024,"$66,220,535",35.0,22.0375,"Miramax,Cedar Park Entertainment,Punch Palace Productions",152.720535,105,63.0,71.0,53.0,Action
The Beekeeper,2024,"$66,220,535",35.0,22.0375,"Miramax,Cedar Park Entertainment,Punch Palace Productions",152.720535,105,63.0,71.0,53.0, Crime
The Beekeeper,2024,"$66,220,535",35.0,22.0375,"Miramax,Cedar Park Entertainment,Punch Palace Productions",152.720535,105,63.0,71.0,53.0, Thriller
Strange Darling,2023,"$3,083,595",4.0,9.7744,"Miramax,Spooky Pictures,Electric Lady Studios",4.853595,98,71.0,96.0,80.0,Horror
Strange Darling,2023,"$3,083,595",4.0,9.7744,"Miramax,Spooky Pictures,Electric Lady Studios",4.853595,98,71.0,96.0,80.0, Thriller
Queer,2024,"$3,736,813",53.4,15.6613,"Fremantle,The Apartment Pictures,Frenesy Film",5.450715,136,65.0,77.0,72.0,Biography
Queer,2024,"$3,736,813",53.4,15.6613,"Fremantle,The Apartment Pictures,Frenesy Film",5.450715,136,65.0,77.0,72.0, Drama
Queer,2024,"$3,736,813",53.4,15.6613,"Fremantle,The Apartment Pictures,Frenesy Film",5.450715,136,65.0,77.0,72.0, History
The Apprentice,2024,"$4,001,904",16.0,6.2554,"Gidden Media,Head Gear Films,Metrol Technology,Scythia Films,Profile Pictures,Tailored Films,Film Institute,Film i Väst,Fís Éireann/Screen Ireland,RocketScience,LB Entertainment,AC Films,Rich Spirit,Wild 7 Films",17.271613,122,71.0,83.0,64.0,Biography
The Apprentice,2024,"$4,001,904",16.0,6.2554,"Gidden Media,Head Gear Films,Metrol Technology,Scythia Films,Profile Pictures,Tailored Films,Film Institute,Film i Väst,Fís Éireann/Screen Ireland,RocketScience,LB Entertainment,AC Films,Rich Spirit,Wild 7 Films",17.271613,122,71.0,83.0,64.0, Drama
The Apprentice,2024,"$4,001,904",16.0,6.2554,"Gidden Media,Head Gear Films,Metrol Technology,Scythia Films,Profile Pictures,Tailored Films,Film Institute,Film i Väst,Fís Éireann/Screen Ireland,RocketScience,LB Entertainment,AC Films,Rich Spirit,Wild 7 Films",17.271613,122,71.0,83.0,64.0, History
The Count of Monte-Cristo,2024,"$529,830",46.0,14.4008,"Chapter 2,Fargo Films,Pathé,M6 Films",75.36086,178,76.0,96.0,75.0,Action
The Count of Monte-Cristo,2024,"$529,830",46.0,14.4008,"Chapter 2,Fargo Films,Pathé,M6 Films",75.36086,178,76.0,96.0,75.0, Adventure
The Count of Monte-Cristo,2024,"$529,830",46.0,14.4008,"Chapter 2,Fargo Films,Pathé,M6 Films",75.36086,178,76.0,96.0,75.0, Drama
We Live in Time,2024,"$24,690,031",20.0,20.1098,"Film4 Productions,SunnyMarch,Shoebox Films,StudioCanal",37.182814,108,70.0,79.0,59.0,Drama
We Live in Time,2024,"$24,690,031",20.0,20.1098,"Film4 Productions,SunnyMarch,Shoebox Films,StudioCanal",37.182814,108,70.0,79.0,59.0, Romance
Dune: Part One,2021,"$108,897,830",165.0,23.7486,Legendary Pictures,407.573628,155,80.0,83.0,74.0,Action
Dune: Part One,2021,"$108,897,830",165.0,23.7486,Legendary Pictures,407.573628,155,80.0,83.0,74.0, Adventure
Dune: Part One,2021,"$108,897,830",165.0,23.7486,Legendary Pictures,407.573628,155,80.0,83.0,74.0, Drama
Barbie,2023,"$636,238,421",145.0,27.3311,"LuckyChap Entertainment,Heyday Films,NB/GG Pictures,Mattel,Warner Bros. Pictures",1445.638421,114,68.0,88.0,80.0,Adventure
Barbie,2023,"$636,238,421",145.0,27.3311,"LuckyChap Entertainment,Heyday Films,NB/GG Pictures,Mattel,Warner Bros. Pictures",1445.638421,114,68.0,88.0,80.0, Comedy
Barbie,2023,"$636,238,421",145.0,27.3311,"LuckyChap Entertainment,Heyday Films,NB/GG Pictures,Mattel,Warner Bros. Pictures",1445.638421,114,68.0,88.0,80.0, Fantasy
Dungeons & Dragons: Honor Among Thieves,2023,"$93,549,650",151.0,15.5423,"Entertainment One,Paramount Pictures",208.2,134,72.0,,72.0,Action
Dungeons & Dragons: Honor Among Thieves,2023,"$93,549,650",151.0,15.5423,"Entertainment One,Paramount Pictures",208.2,134,72.0,,72.0, Adventure
Dungeons & Dragons: Honor Among Thieves,2023,"$93,549,650",151.0,15.5423,"Entertainment One,Paramount Pictures",208.2,134,72.0,,72.0, Comedy
Presence,2024,"$4,321,970",2.0,34.5363,"Extension 765,The Spectral Spirit Company",10.498407,84,67.0,88.0,77.0,Drama
Presence,2024,"$4,321,970",2.0,34.5363,"Extension 765,The Spectral Spirit Company",10.498407,84,67.0,88.0,77.0, Horror
Presence,2024,"$4,321,970",2.0,34.5363,"Extension 765,The Spectral Spirit Company",10.498407,84,67.0,88.0,77.0, Thriller
Hit Man,2023,,8.8,13.1141,"Aggregate Films,BarnStorm Productions,Detour Filmproduction,AGC Studios,Cinetic Media,Monarch Media,Shivhans Pictures",5.101673,116,68.0,95.0,82.0,Comedy
Hit Man,2023,,8.8,13.1141,"Aggregate Films,BarnStorm Productions,Detour Filmproduction,AGC Studios,Cinetic Media,Monarch Media,Shivhans Pictures",5.101673,116,68.0,95.0,82.0, Crime
Hit Man,2023,,8.8,13.1141,"Aggregate Films,BarnStorm Productions,Detour Filmproduction,AGC Studios,Cinetic Media,Monarch Media,Shivhans Pictures",5.101673,116,68.0,95.0,82.0, Romance
The Super Mario Bros. Movie,2023,"$574,934,330",100.0,31.939,"Universal Pictures,Illumination,Nintendo",1362.0,93,70.0,59.0,46.0,Animation
The Super Mario Bros. Movie,2023,"$574,934,330",100.0,31.939,"Universal Pictures,Illumination,Nintendo",1362.0,93,70.0,59.0,46.0, Adventure
The Super Mario Bros. Movie,2023,"$574,934,330",100.0,31.939,"Universal Pictures,Illumination,Nintendo",1362.0,93,70.0,59.0,46.0, Comedy
The Menu,2022,"$38,501,125",35.0,15.7095,"Hyperobject Industries,Searchlight Pictures,Gary Sanchez Productions,TSG Entertainment",79.6282,107,72.0,88.0,71.0,Comedy
The Menu,2022,"$38,501,125",35.0,15.7095,"Hyperobject Industries,Searchlight Pictures,Gary Sanchez Productions,TSG Entertainment",79.6282,107,72.0,88.0,71.0, Horror
The Menu,2022,"$38,501,125",35.0,15.7095,"Hyperobject Industries,Searchlight Pictures,Gary Sanchez Productions,TSG Entertainment",79.6282,107,72.0,88.0,71.0, Thriller
Jurassic World: Dominion,2022,"$376,851,080",165.0,25.163,"Amblin Entertainment,Universal Pictures",1001.97808,147,56.0,29.0,38.0,Action
Jurassic World: Dominion,2022,"$376,851,080",165.0,25.163,"Amblin Entertainment,Universal Pictures",1001.97808,147,56.0,29.0,38.0, Adventure
Jurassic World: Dominion,2022,"$376,851,080",165.0,25.163,"Amblin Entertainment,Universal Pictures",1001.97808,147,56.0,29.0,38.0, Sci-Fi
The Fall Guy,2024,"$92,900,355",125.0,18.4937,"87North Productions,Entertainment 360,Universal Pictures,dentsu",181.073291,127,68.0,82.0,73.0,Action
The Fall Guy,2024,"$92,900,355",125.0,18.4937,"87North Productions,Entertainment 360,Universal Pictures,dentsu",181.073291,127,68.0,82.0,73.0, Comedy
The Fall Guy,2024,"$92,900,355",125.0,18.4937,"87North Productions,Entertainment 360,Universal Pictures,dentsu",181.073291,127,68.0,82.0,73.0, Drama
Spider-Man: Across the Spider-Verse,2023,"$381,593,754",100.0,29.2898,"Columbia Pictures,Sony Pictures Animation,Lord Miller,Pascal Pictures,Arad Productions,Marvel Entertainment",690.89791,140,85.0,95.0,86.0,Animation
Spider-Man: Across the Spider-Verse,2023,"$381,593,754",100.0,29.2898,"Columbia Pictures,Sony Pictures Animation,Lord Miller,Pascal Pictures,Arad Productions,Marvel Entertainment",690.89791,140,85.0,95.0,86.0, Action
Spider-Man: Across the Spider-Verse,2023,"$381,593,754",100.0,29.2898,"Columbia Pictures,Sony Pictures Animation,Lord Miller,Pascal Pictures,Arad Productions,Marvel Entertainment",690.89791,140,85.0,95.0,86.0, Adventure
Fall,2022,"$7,240,521",3.0,17.0018,"Tea Shop Productions,BuzzFeed Studios,Capstone Pictures,Lionsgate",17.363261,107,64.0,79.0,62.0,Action
Fall,2022,"$7,240,521",3.0,17.0018,"Tea Shop Productions,BuzzFeed Studios,Capstone Pictures,Lionsgate",17.363261,107,64.0,79.0,62.0, Thriller
The Iron Claw,2023,"$35,070,296",15.9,14.1815,"A24,BBC Film,Access Entertainment,House Productions",40.130232,132,76.0,89.0,73.0,Biography
The Iron Claw,2023,"$35,070,296",15.9,14.1815,"A24,BBC Film,Access Entertainment,House Productions",40.130232,132,76.0,89.0,73.0, Drama
The Iron Claw,2023,"$35,070,296",15.9,14.1815,"A24,BBC Film,Access Entertainment,House Productions",40.130232,132,76.0,89.0,73.0, Sport
Spider-Man: No Way Home,2021,"$814,866,759",200.0,33.7617,"Marvel Studios,Pascal Pictures,Columbia Pictures",1921.847111,148,82.0,93.0,71.0,Action
Spider-Man: No Way Home,2021,"$814,866,759",200.0,33.7617,"Marvel Studios,Pascal Pictures,Columbia Pictures",1921.847111,148,82.0,93.0,71.0, Adventure
Spider-Man: No Way Home,2021,"$814,866,759",200.0,33.7617,"Marvel Studios,Pascal Pictures,Columbia Pictures",1921.847111,148,82.0,93.0,71.0, Fantasy
Better Man,2024,"$1,983,648",110.0,19.0432,"RocketScience,Facing East Entertainment,Sina Studios,Lost Bandits,Footloose Productions,VicScreen,RPW Productions,Azure Centrum,Partizan Films,Mid-March Media",22.122995,135,76.0,88.0,77.0,Biography
Better Man,2024,"$1,983,648",110.0,19.0432,"RocketScience,Facing East Entertainment,Sina Studios,Lost Bandits,Footloose Productions,VicScreen,RPW Productions,Azure Centrum,Partizan Films,Mid-March Media",22.122995,135,76.0,88.0,77.0, Fantasy
Better Man,2024,"$1,983,648",110.0,19.0432,"RocketScience,Facing East Entertainment,Sina Studios,Lost Bandits,Footloose Productions,VicScreen,RPW Productions,Azure Centrum,Partizan Films,Mid-March Media",22.122995,135,76.0,88.0,77.0, Music
John Wick: Chapter 4,2023,"$187,131,806",100.0,28.1714,"Thunder Road,87Eleven,Studio Babelsberg,Lionsgate",440.157245,170,76.0,94.0,78.0,Action
John Wick: Chapter 4,2023,"$187,131,806",100.0,28.1714,"Thunder Road,87Eleven,Studio Babelsberg,Lionsgate",440.157245,170,76.0,94.0,78.0, Crime
John Wick: Chapter 4,2023,"$187,131,806",100.0,28.1714,"Thunder Road,87Eleven,Studio Babelsberg,Lionsgate",440.157245,170,76.0,94.0,78.0, Thriller
Talk to Me,2022,"$48,299,436",4.5,13.8738,"Causeway Films,Screen Australia,South Australian Film Corporation,Bankside Films,Head Gear Films,Metrol Technology",92.0,95,71.0,,76.0,Horror
Talk to Me,2022,"$48,299,436",4.5,13.8738,"Causeway Films,Screen Australia,South Australian Film Corporation,Bankside Films,Head Gear Films,Metrol Technology",92.0,95,71.0,,76.0, Thriller
Barbarian,2022,"$40,842,944",4.5,10.538,"BoulderLight Pictures,Vertigo Entertainment,Regency Enterprises,Hammerstone Studios,Almost Never Films",45.4,102,70.0,92.0,78.0,Horror
Barbarian,2022,"$40,842,944",4.5,10.538,"BoulderLight Pictures,Vertigo Entertainment,Regency Enterprises,Hammerstone Studios,Almost Never Films",45.4,102,70.0,92.0,78.0, Mystery
Barbarian,2022,"$40,842,944",4.5,10.538,"BoulderLight Pictures,Vertigo Entertainment,Regency Enterprises,Hammerstone Studios,Almost Never Films",45.4,102,70.0,92.0,78.0, Thriller
Avatar: The Way of Water,2022,"$684,075,767",460.0,32.738,"20th Century Studios,Lightstorm Entertainment",2320.250281,192,75.0,76.0,67.0,Action
Avatar: The Way of Water,2022,"$684,075,767",460.0,32.738,"20th Century Studios,Lightstorm Entertainment",2320.250281,192,75.0,76.0,67.0, Adventure
Avatar: The Way of Water,2022,"$684,075,767",460.0,32.738,"20th Century Studios,Lightstorm Entertainment",2320.250281,192,75.0,76.0,67.0, Fantasy
Eternals,2021,"$164,870,234",200.0,17.3446,Marvel Studios,402.064899,156,63.0,47.0,52.0,Action
Eternals,2021,"$164,870,234",200.0,17.3446,Marvel Studios,402.064899,156,63.0,47.0,52.0, Adventure
Eternals,2021,"$164,870,234",200.0,17.3446,Marvel Studios,402.064899,156,63.0,47.0,52.0, Fantasy
Nobody,2021,"$27,568,035",17.0,16.9709,"87North Productions,Odenkirk Provissiero Entertainment,Eighty Two Films",61.779301,91,74.0,84.0,64.0,Action
Nobody,2021,"$27,568,035",17.0,16.9709,"87North Productions,Odenkirk Provissiero Entertainment,Eighty Two Films",61.779301,91,74.0,84.0,64.0, Crime
Nobody,2021,"$27,568,035",17.0,16.9709,"87North Productions,Odenkirk Provissiero Entertainment,Eighty Two Films",61.779301,91,74.0,84.0,64.0, Drama
Priscilla,2023,"$20,960,939",20.0,5.6333,"The Apartment Pictures,American Zoetrope",30.140906,113,65.0,84.0,79.0,Biography
Priscilla,2023,"$20,960,939",20.0,5.6333,"The Apartment Pictures,American Zoetrope",30.140906,113,65.0,84.0,79.0, Drama
Priscilla,2023,"$20,960,939",20.0,5.6333,"The Apartment Pictures,American Zoetrope",30.140906,113,65.0,84.0,79.0, Music
Killers of the Flower Moon,2023,"$68,035,488",200.0,14.4099,"Apple Studios,Imperative Entertainment,Sikelia Productions,Appian Way",158.722599,206,76.0,93.0,89.0,Crime
Killers of the Flower Moon,2023,"$68,035,488",200.0,14.4099,"Apple Studios,Imperative Entertainment,Sikelia Productions,Appian Way",158.722599,206,76.0,93.0,89.0, Drama
Killers of the Flower Moon,2023,"$68,035,488",200.0,14.4099,"Apple Studios,Imperative Entertainment,Sikelia Productions,Appian Way",158.722599,206,76.0,93.0,89.0, History
Don't Worry Darling,2022,"$45,309,403",35.0,8.9436,"Vertigo Entertainment,New Line Cinema",86.7,123,63.0,38.0,48.0,Drama
Don't Worry Darling,2022,"$45,309,403",35.0,8.9436,"Vertigo Entertainment,New Line Cinema",86.7,123,63.0,38.0,48.0, Mystery
Don't Worry Darling,2022,"$45,309,403",35.0,8.9436,"Vertigo Entertainment,New Line Cinema",86.7,123,63.0,38.0,48.0, Thriller
Borderlands,2024,"$15,482,668",115.0,13.7214,"Lionsgate,Arad Productions,Picturestart,Gearbox Studios,2K,Hercules Film Fund",32.97851,101,47.0,10.0,26.0,Action
Borderlands,2024,"$15,482,668",115.0,13.7214,"Lionsgate,Arad Productions,Picturestart,Gearbox Studios,2K,Hercules Film Fund",32.97851,101,47.0,10.0,26.0, Adventure
Borderlands,2024,"$15,482,668",115.0,13.7214,"Lionsgate,Arad Productions,Picturestart,Gearbox Studios,2K,Hercules Film Fund",32.97851,101,47.0,10.0,26.0, Comedy
Megalopolis,2024,"$7,629,085",120.0,14.184,"American Zoetrope,Caesar Film",13.857002,138,47.0,45.0,55.0,Drama
Megalopolis,2024,"$7,629,085",120.0,14.184,"American Zoetrope,Caesar Film",13.857002,138,47.0,45.0,55.0, Fantasy
Megalopolis,2024,"$7,629,085",120.0,14.184,"American Zoetrope,Caesar Film",13.857002,138,47.0,45.0,55.0, Sci-Fi
Babylon,2022,"$15,351,455",78.0,19.3926,"Paramount Pictures,Marc Platt Productions,C2 Motion Picture Group,Organism Pictures,Wild Chickens Productions",65.267446,189,71.0,57.0,61.0,Comedy
Babylon,2022,"$15,351,455",78.0,19.3926,"Paramount Pictures,Marc Platt Productions,C2 Motion Picture Group,Organism Pictures,Wild Chickens Productions",65.267446,189,71.0,57.0,61.0, Drama
Babylon,2022,"$15,351,455",78.0,19.3926,"Paramount Pictures,Marc Platt Productions,C2 Motion Picture Group,Organism Pictures,Wild Chickens Productions",65.267446,189,71.0,57.0,61.0, History
Everything Everywhere All at Once,2022,"$77,191,785",25.0,21.5944,"IAC Films,AGBO,Ley Line Entertainment,Year of the Rat",139.2,140,78.0,94.0,81.0,Action
Everything Everywhere All at Once,2022,"$77,191,785",25.0,21.5944,"IAC Films,AGBO,Ley Line Entertainment,Year of the Rat",139.2,140,78.0,94.0,81.0, Adventure
Everything Everywhere All at Once,2022,"$77,191,785",25.0,21.5944,"IAC Films,AGBO,Ley Line Entertainment,Year of the Rat",139.2,140,78.0,94.0,81.0, Comedy
The Bikeriders,2023,"$21,746,895",40.0,6.8413,"Tri-State Pictures,New Regency Pictures,Regency Enterprises",36.11086,116,66.0,80.0,70.0,Crime
The Bikeriders,2023,"$21,746,895",40.0,6.8413,"Tri-State Pictures,New Regency Pictures,Regency Enterprises",36.11086,116,66.0,80.0,70.0, Drama
Black Panther: Wakanda Forever,2022,"$453,829,060",250.0,25.0069,Marvel Studios,859.102154,162,66.0,84.0,67.0,Action
Black Panther: Wakanda Forever,2022,"$453,829,060",250.0,25.0069,Marvel Studios,859.102154,162,66.0,84.0,67.0, Adventure
Black Panther: Wakanda Forever,2022,"$453,829,060",250.0,25.0069,Marvel Studios,859.102154,162,66.0,84.0,67.0, Drama
Terrifier 3,2024,"$53,981,071",2.0,24.1873,"Cineverse,Bloody Disgusting,Dark Age Cinema,Fuzz on the Lens Productions,The Coven",90.322103,125,63.0,78.0,62.0,Horror
Transformers One,2024,"$59,098,421",75.0,26.6013,"Paramount Animation,di Bonaventura Pictures,DeSanto/Murphy Productions,Bay Films,New Republic Pictures,Hasbro Entertainment",128.888103,104,76.0,89.0,65.0,Animation
Transformers One,2024,"$59,098,421",75.0,26.6013,"Paramount Animation,di Bonaventura Pictures,DeSanto/Murphy Productions,Bay Films,New Republic Pictures,Hasbro Entertainment",128.888103,104,76.0,89.0,65.0, Action
Transformers One,2024,"$59,098,421",75.0,26.6013,"Paramount Animation,di Bonaventura Pictures,DeSanto/Murphy Productions,Bay Films,New Republic Pictures,Hasbro Entertainment",128.888103,104,76.0,89.0,65.0, Adventure
Subservience,2024,,4.4,17.7908,"Millennium Media,Campbell Grobman Films,XYZ Films",0.262793,105,54.0,49.0,,Sci-Fi
Subservience,2024,,4.4,17.7908,"Millennium Media,Campbell Grobman Films,XYZ Films",0.262793,105,54.0,49.0,, Thriller
Here,2024,"$12,237,270",40.0,7.6641,"Miramax,ImageMovers",15.39727,105,63.0,37.0,39.0,Drama
Azrael,2024,"$433,861",12.0,24.0754,"C2 Motion Picture Group,Homeless Bob Production,Traffic.",0.631272,86,54.0,71.0,52.0,Action
Azrael,2024,"$433,861",12.0,24.0754,"C2 Motion Picture Group,Homeless Bob Production,Traffic.",0.631272,86,54.0,71.0,52.0, Horror
Saltburn,2023,"$11,425,829",20.0,12.9154,"LuckyChap Entertainment,MRC,Lie Still",21.013738,131,70.0,71.0,61.0,Drama
Saltburn,2023,"$11,425,829",20.0,12.9154,"LuckyChap Entertainment,MRC,Lie Still",21.013738,131,70.0,71.0,61.0, Thriller
Beetlejuice Beetlejuice,2024,"$294,100,435",99.0,19.8828,"Warner Bros. Pictures,Geffen Pictures,Plan B Entertainment,Tim Burton Productions,Tommy Harper Productions,Domain Entertainment",451.900435,105,67.0,75.0,62.0,Comedy
Beetlejuice Beetlejuice,2024,"$294,100,435",99.0,19.8828,"Warner Bros. Pictures,Geffen Pictures,Plan B Entertainment,Tim Burton Productions,Tommy Harper Productions,Domain Entertainment",451.900435,105,67.0,75.0,62.0, Fantasy
Beetlejuice Beetlejuice,2024,"$294,100,435",99.0,19.8828,"Warner Bros. Pictures,Geffen Pictures,Plan B Entertainment,Tim Burton Productions,Tommy Harper Productions,Domain Entertainment",451.900435,105,67.0,75.0,62.0, Horror
Abigail,2024,"$25,867,515",28.0,12.6633,"Project X Entertainment,Radio Silence,Universal Pictures,Vinson Films",43.015969,109,66.0,83.0,62.0,Horror
Abigail,2024,"$25,867,515",28.0,12.6633,"Project X Entertainment,Radio Silence,Universal Pictures,Vinson Films",43.015969,109,66.0,83.0,62.0, Thriller
Challengers,2024,"$50,119,408",55.0,19.6775,"Pascal Pictures,Why Are You Acting? Productions,Frenesy Film,Metro-Goldwyn-Mayer",94.182533,132,71.0,88.0,82.0,Comedy
Challengers,2024,"$50,119,408",55.0,19.6775,"Pascal Pictures,Why Are You Acting? Productions,Frenesy Film,Metro-Goldwyn-Mayer",94.182533,132,71.0,88.0,82.0, Drama
Challengers,2024,"$50,119,408",55.0,19.6775,"Pascal Pictures,Why Are You Acting? Productions,Frenesy Film,Metro-Goldwyn-Mayer",94.182533,132,71.0,88.0,82.0, Romance
Guardians of the Galaxy Vol. 3,2023,"$358,995,815",250.0,18.8592,"Marvel Studios,Kevin Feige Productions",845.6,150,79.0,82.0,64.0,Action
Guardians of the Galaxy Vol. 3,2023,"$358,995,815",250.0,18.8592,"Marvel Studios,Kevin Feige Productions",845.6,150,79.0,82.0,64.0, Adventure
Guardians of the Galaxy Vol. 3,2023,"$358,995,815",250.0,18.8592,"Marvel Studios,Kevin Feige Productions",845.6,150,79.0,82.0,64.0, Comedy
Fast X,2023,"$146,126,015",340.0,33.4016,"Universal Pictures,Original Film,One Race,Perfect Storm Entertainment",704.70966,142,57.0,57.0,56.0,Action
Fast X,2023,"$146,126,015",340.0,33.4016,"Universal Pictures,Original Film,One Race,Perfect Storm Entertainment",704.70966,142,57.0,57.0,56.0, Adventure
Fast X,2023,"$146,126,015",340.0,33.4016,"Universal Pictures,Original Film,One Race,Perfect Storm Entertainment",704.70966,142,57.0,57.0,56.0, Crime
MaXXXine,2024,"$15,097,632",1.0,7.142,"A24,Motel Mojave,Access Entertainment",22.05716,103,63.0,72.0,64.0,Crime
MaXXXine,2024,"$15,097,632",1.0,7.142,"A24,Motel Mojave,Access Entertainment",22.05716,103,63.0,72.0,64.0, Horror
Smile,2022,"$105,935,048",17.0,18.7809,"Paramount Players,Temple Hill Entertainment",217.408513,115,65.0,79.0,68.0,Horror
Smile,2022,"$105,935,048",17.0,18.7809,"Paramount Players,Temple Hill Entertainment",217.408513,115,65.0,79.0,68.0, Mystery
Smile,2022,"$105,935,048",17.0,18.7809,"Paramount Players,Temple Hill Entertainment",217.408513,115,65.0,79.0,68.0, Thriller
Despicable Me 4,2024,"$361,004,205",100.0,57.5887,"Universal Pictures,Illumination",969.28091,94,62.0,56.0,52.0,Animation
Despicable Me 4,2024,"$361,004,205",100.0,57.5887,"Universal Pictures,Illumination",969.28091,94,62.0,56.0,52.0, Adventure
