
id,response
tt23853982,"{'Title': 'Parthenope', 'Year': '2024', 'Rated': 'R', 'Released': '07 Feb 2025', 'Runtime': '136 min', 'Genre': 'Drama, Fantasy', 'Director': 'Paolo Sorrentino', 'Writer': 'Paolo Sorrentino', 'Actors': 'Celeste Dalla Porta, Stefania Sandrelli, Gary Oldman', 'Plot': 'Partenope is a woman who bears the name of her city. Is she a siren or a myth?', 'Language': 'Italian, Neapolitan, English', 'Country': 'Italy, France', 'Awards': '3 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMzE2NGQ1MTYtZWJlYi00ZTgyLWI0ZjMtOWQ2OGQ3NTNlM2QzXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '57/100'}], 'Metascore': '57', 'imdbRating': '6.9', 'imdbVotes': '3,085', 'imdbID': 'tt23853982', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt16366836,"{'Title': 'Venom: The Last Dance', 'Year': '2024', 'Rated': 'PG-13', 'Released': '25 Oct 2024', 'Runtime': '110 min', 'Genre': 'Action, Adventure, Sci-Fi', 'Director': 'Kelly Marcel', 'Writer': 'Kelly Marcel, Tom Hardy, Todd McFarlane', 'Actors': 'Tom Hardy, Chiwetel Ejiofor, Juno Temple', 'Plot': ""Eddie Brock and Venom must make a devastating decision as they're pursued by a mysterious military man and alien monsters from Venom's home world."", 'Language': 'English', 'Country': 'United States, United Kingdom, Canada', 'Awards': '1 win & 4 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZDMyYWU4NzItZDY0MC00ODE2LTkyYTMtMzNkNDdmYmFhZDg0XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '41/100'}], 'Metascore': '41', 'imdbRating': '6.0', 'imdbVotes': '116,456', 'imdbID': 'tt16366836', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$139,755,882', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt5822536,"{'Title': 'Paddington in Peru', 'Year': '2024', 'Rated': 'PG', 'Released': '14 Feb 2025', 'Runtime': '106 min', 'Genre': 'Adventure, Comedy, Family', 'Director': 'Dougal Wilson', 'Writer': 'Michael Bond, Paul King, Simon Farnaby', 'Actors': 'Hugh Bonneville, Emily Mortimer, Ben Whishaw', 'Plot': 'Paddington returns to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey.', 'Language': 'English', 'Country': 'United Kingdom, France, Japan, United States', 'Awards': '2 wins & 5 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNzMyNWZlYmYtZDgxMC00ZTU3LWFiYzctNGE0ZDc0OTlhZTRlXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '65/100'}], 'Metascore': '65', 'imdbRating': '6.7', 'imdbVotes': '19,511', 'imdbID': 'tt5822536', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$45,676,600', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt27196021,"{'Title': 'Small Things Like These', 'Year': '2024', 'Rated': 'PG-13', 'Released': '08 Nov 2024', 'Runtime': '98 min', 'Genre': 'Drama, History', 'Director': 'Tim Mielants', 'Writer': 'Enda Walsh, Claire Keegan', 'Actors': 'Cillian Murphy, Eileen Walsh, Emily Watson', 'Plot': 'In 1985 devoted father Bill Furlong discovers disturbing secrets kept by the local convent and uncovers shocking truths of his own.', 'Language': 'English', 'Country': 'Ireland, Belgium, United States', 'Awards': '4 wins & 11 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYzM2MmVkY2QtMTdmOS00YmNhLTg3NjktNmY1YTQ3ODQ0MTAxXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}], 'Metascore': '82', 'imdbRating': '6.8', 'imdbVotes': '22,004', 'imdbID': 'tt27196021', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$1,600,956', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt32768323,"{'Title': 'The Assessment', 'Year': '2024', 'Rated': 'R', 'Released': '09 May 2025', 'Runtime': '114 min', 'Genre': 'Drama, Sci-Fi', 'Director': 'Fleur Fortune', 'Writer': 'Nell Garfath Cox, Dave Thomas, John Donnelly', 'Actors': 'Alicia Vikander, Elizabeth Olsen, Himesh Patel', 'Plot': ""In the near future where parenthood is strictly controlled, a couple's seven-day assessment for the right to have a child unravels into a psychological nightmare."", 'Language': 'English', 'Country': 'Germany', 'Awards': '1 win & 3 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BOWFjMGIwNDgtODE5MS00ZWVkLTlhNzgtMDI1ZDM1OWMyYzY4XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '65/100'}], 'Metascore': '65', 'imdbRating': '6.8', 'imdbVotes': '2,073', 'imdbID': 'tt32768323', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$279,328', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt26677014,"{'Title': 'The Penguin Lessons', 'Year': '2024', 'Rated': 'PG-13', 'Released': '28 Mar 2025', 'Runtime': '111 min', 'Genre': 'Drama', 'Director': 'Peter Cattaneo', 'Writer': 'Jeff Pope, Tom Michell', 'Actors': 'Steve Coogan, Vivian El Jaber, Björn Gustafsson', 'Plot': 'A disillusioned Englishman who goes to work in a school in a divided Argentina in 1976 finds his life transformed when he rescues an orphaned penguin from the beach.', 'Language': 'English, Spanish', 'Country': 'Spain, United States, Ireland, United Kingdom', 'Awards': 'N/A', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYTU1MmE0NDEtNjM0OC00MjExLThmNjUtNTE4ZGU0NjRmY2NlXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '58/100'}], 'Metascore': '58', 'imdbRating': '7.3', 'imdbVotes': '934', 'imdbID': 'tt26677014', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$2,545,712', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt27403986,"{'Title': 'Juror #2', 'Year': '2024', 'Rated': 'PG-13', 'Released': '20 Dec 2024', 'Runtime': '114 min', 'Genre': 'Crime, Drama, Mystery', 'Director': 'Clint Eastwood', 'Writer': 'Jonathan A. Abrams', 'Actors': 'Nicholas Hoult, Toni Collette, J.K. Simmons', 'Plot': 'While serving as a juror in a high-profile murder trial, a family man finds himself struggling with a serious moral dilemma, one he could use to sway the jury verdict and potentially convict or free the wrong killer.', 'Language': 'English', 'Country': 'United States', 'Awards': '3 wins & 8 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMjM4YjA1NTItOWI3Ni00MzAwLThmMjMtNmM2MWY2Y2ZmOGIzXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '72/100'}], 'Metascore': '72', 'imdbRating': '7.0', 'imdbVotes': '70,008', 'imdbID': 'tt27403986', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt12593682,"{'Title': 'Bullet Train', 'Year': '2022', 'Rated': 'R', 'Released': '05 Aug 2022', 'Runtime': '127 min', 'Genre': 'Action, Comedy, Thriller', 'Director': 'David Leitch', 'Writer': 'Zak Olkewicz, Kôtarô Isaka', 'Actors': 'Brad Pitt, Joey King, Aaron Taylor-Johnson', 'Plot': 'Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.', 'Language': 'English, Japanese, Spanish, Russian', 'Country': 'United States, Japan', 'Awards': '2 wins & 19 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BODUyZjkxZDMtZGI3ZC00ZmEwLTgwMTUtYTU4OTQ5YjU4ZjRlXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '49/100'}], 'Metascore': '49', 'imdbRating': '7.3', 'imdbVotes': '489,971', 'imdbID': 'tt12593682', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$103,368,602', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt23468450,"{'Title': 'Longlegs', 'Year': '2024', 'Rated': 'R', 'Released': '12 Jul 2024', 'Runtime': '101 min', 'Genre': 'Crime, Horror, Thriller', 'Director': 'Osgood Perkins', 'Writer': 'Osgood Perkins', 'Actors': 'Maika Monroe, Nicolas Cage, Blair Underwood', 'Plot': 'In pursuit of a serial killer, an FBI agent uncovers a series of occult clues that she must solve to end his terrifying killing spree.', 'Language': 'English', 'Country': 'Canada, United States', 'Awards': '6 wins & 20 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMmJkNGNiNjgtMzFlYy00ZDI5LWI2YzktZGVjYjI5MjQyMGU3XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '77/100'}], 'Metascore': '77', 'imdbRating': '6.6', 'imdbVotes': '183,536', 'imdbID': 'tt23468450', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$74,346,140', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt17492148,"{'Title': 'The Shallow Tale of a Writer Who Decided to Write About a Serial Killer', 'Year': '2024', 'Rated': 'N/A', 'Released': '08 Jun 2024', 'Runtime': '102 min', 'Genre': 'Comedy, Drama', 'Director': 'Tolga Karaçelik', 'Writer': 'Tolga Karaçelik', 'Actors': 'Steve Buscemi, Britt Lower, John Magaro', 'Plot': 'A struggling writer in the midst of a divorce befriends a retired serial killer who incidentally becomes his marriage counselor by day, and killing counselor for his next book by night.', 'Language': 'English', 'Country': 'United States', 'Awards': '1 win', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZjMxM2MwMDgtYTc4ZS00NTE5LWFlZjItNTQxNWM3NzM2M2QxXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Rotten Tomatoes', 'Value': '67%'}], 'Metascore': 'N/A', 'imdbRating': 'N/A', 'imdbVotes': '35', 'imdbID': 'tt17492148', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt10655524,"{'Title': 'It Ends with Us', 'Year': '2024', 'Rated': 'PG-13', 'Released': '09 Aug 2024', 'Runtime': '130 min', 'Genre': 'Drama, Romance', 'Director': 'Justin Baldoni', 'Writer': 'Christy Hall, Colleen Hoover', 'Actors': 'Blake Lively, Justin Baldoni, Jenny Slate', 'Plot': ""When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended and she realizes she must learn to rely on her own strength to make an impossible choice for her future."", 'Language': 'English', 'Country': 'United States', 'Awards': '3 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYzM2NGMzNGQtZjNhMi00MTVkLTg2ZGQtN2M4OTllYzU1Y2Y0XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '53/100'}], 'Metascore': '53', 'imdbRating': '6.4', 'imdbVotes': '72,387', 'imdbID': 'tt10655524', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$148,518,266', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt12037194,"{'Title': 'Furiosa: A Mad Max Saga', 'Year': '2024', 'Rated': 'R', 'Released': '24 May 2024', 'Runtime': '148 min', 'Genre': 'Action, Adventure, Sci-Fi', 'Director': 'George Miller', 'Writer': 'George Miller, Nick Lathouris', 'Actors': 'Anya Taylor-Joy, Chris Hemsworth, Tom Burke', 'Plot': 'The origin story of renegade warrior Furiosa before her encounter and teamup with Mad Max.', 'Language': 'English', 'Country': 'Australia, United States', 'Awards': '26 wins & 128 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNTcwYWE1NTYtOWNiYy00NzY3LWIwY2MtNjJmZDkxNDNmOWE1XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '79/100'}], 'Metascore': '79', 'imdbRating': '7.5', 'imdbVotes': '280,028', 'imdbID': 'tt12037194', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$67,475,791', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt27218960,"{'Title': 'Y2K', 'Year': '2024', 'Rated': 'R', 'Released': '06 Dec 2024', 'Runtime': '91 min', 'Genre': 'Comedy, Horror, Sci-Fi', 'Director': 'Kyle Mooney', 'Writer': 'Kyle Mooney, Evan Winter', 'Actors': 'Jaeden Martell, Rachel Zegler, Julian Dennison', 'Plot': ""Two high school nobodies make the decision to crash the last major celebration before the new millennium on New Year's Eve 1999. The night becomes even crazier than they could have ever dreamed when the clock strikes midnight."", 'Language': 'English', 'Country': 'United States, New Zealand', 'Awards': '1 nomination total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYTQxNWJmYTEtZTMzMS00MDk1LTlkMTgtYmRhOTRmMjdkOGRiXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '49/100'}], 'Metascore': '49', 'imdbRating': '4.8', 'imdbVotes': '9,804', 'imdbID': 'tt27218960', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$4,446,596', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt14858658,"{'Title': 'Blink Twice', 'Year': '2024', 'Rated': 'R', 'Released': '23 Aug 2024', 'Runtime': '102 min', 'Genre': 'Mystery, Thriller', 'Director': 'Zoë Kravitz', 'Writer': 'Zoë Kravitz, E.T. Feigenbaum', 'Actors': 'Naomi Ackie, Channing Tatum, Alia Shawkat', 'Plot': 'When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. As strange things start to happen, Frida questions her ...', 'Language': 'English', 'Country': 'Mexico, United States', 'Awards': '2 wins & 20 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMzczYmQ0NTUtMTM5OS00Mzc4LWExZDYtOWE4YjRkOWJkYWRlXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}], 'Metascore': '66', 'imdbRating': '6.5', 'imdbVotes': '85,125', 'imdbID': 'tt14858658', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$23,093,906', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt15314262,"{'Title': 'The Beekeeper', 'Year': '2024', 'Rated': 'R', 'Released': '12 Jan 2024', 'Runtime': '105 min', 'Genre': 'Action, Crime, Thriller', 'Director': 'David Ayer', 'Writer': 'Kurt Wimmer', 'Actors': 'Jason Statham, Emmy Raver-Lampman, Bobby Naderi', 'Plot': 'A kind-hearted landlady commits suicide after falling victim to a phishing scam, leading former ""Beekeeper"" operative Adam Clay to set out on a brutal campaign for revenge upon those responsible.', 'Language': 'English, Japanese', 'Country': 'United Kingdom, United States', 'Awards': '3 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNzg3YjVmZGYtOTc5MC00MDdiLTllOTYtZWQ0ODQ1MmMyNTExXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '53/100'}], 'Metascore': '53', 'imdbRating': '6.3', 'imdbVotes': '151,393', 'imdbID': 'tt15314262', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$66,220,535', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt22375054,"{'Title': 'Strange Darling', 'Year': '2023', 'Rated': 'R', 'Released': '23 Aug 2024', 'Runtime': '97 min', 'Genre': 'Horror, Thriller', 'Director': 'JT Mollner', 'Writer': 'JT Mollner', 'Actors': 'Willa Fitzgerald, Kyle Gallner, Madisen Beaty', 'Plot': ""Nothing is what it seems when a twisted one-night stand spirals into a serial killer's vicious murder spree."", 'Language': 'English', 'Country': 'United States', 'Awards': '5 wins & 16 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNDE2OTQ0NjEtNmEwMC00NmRjLThiOGMtN2M1N2Q2YWY0NGY4XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '80/100'}], 'Metascore': '80', 'imdbRating': '7.1', 'imdbVotes': '40,316', 'imdbID': 'tt22375054', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$3,083,595', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt24176060,"{'Title': 'Queer', 'Year': '2024', 'Rated': 'R', 'Released': '29 Mar 2025', 'Runtime': '137 min', 'Genre': 'Biography, Drama, History', 'Director': 'Luca Guadagnino', 'Writer': 'William S. Burroughs, Justin Kuritzkes', 'Actors': 'Daniel Craig, Daan de Wit, Jason Schwartzman', 'Plot': 'In 1950s Mexico City, an American immigrant in his late forties leads a solitary life amidst a small American community. However, the arrival of a young student stirs the man into finally establishing a meaningful connection with ...', 'Language': 'English, Spanish, French', 'Country': 'Italy, United States', 'Awards': '4 wins & 58 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMjE5YjAyOWYtMDk2Zi00NjFmLWE3OGMtMjc0ZjNmYjQxMmEzXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '72/100'}], 'Metascore': '72', 'imdbRating': '6.5', 'imdbVotes': '17,813', 'imdbID': 'tt24176060', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$3,736,813', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt8368368,"{'Title': 'The Apprentice', 'Year': '2024', 'Rated': 'R', 'Released': '11 Oct 2024', 'Runtime': '122 min', 'Genre': 'Biography, Drama, History', 'Director': 'Ali Abbasi', 'Writer': 'Gabriel Sherman', 'Actors': 'Sebastian Stan, Jeremy Strong, Martin Donovan', 'Plot': ""A young man took over his father's real-estate business in 1970s and '80s New York, and got the helping hand of an infamous closeted gay lawyer who helped him turn this young man into a notorious legend. Based on true events."", 'Language': 'English, Hebrew', 'Country': 'Canada, Denmark, Ireland, United States', 'Awards': 'Nominated for 2 Oscars. 4 wins & 41 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZjI3MWUwOTMtOTY1YS00NzE0LWE1OTYtYmQ0Mjg2NDEyMzMxXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '64/100'}], 'Metascore': '64', 'imdbRating': '7.1', 'imdbVotes': '48,510', 'imdbID': 'tt8368368', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$4,001,904', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt21382296,"{'Title': 'Carry-On', 'Year': '2024', 'Rated': 'PG-13', 'Released': '13 Dec 2024', 'Runtime': '119 min', 'Genre': 'Action, Crime, Drama', 'Director': 'Jaume Collet-Serra', 'Writer': 'T.J. Fixman', 'Actors': 'Taron Egerton, Jason Bateman, Sofia Carson', 'Plot': 'A mysterious traveler blackmails a young TSA agent into letting a dangerous package slip through security and onto a Christmas Eve flight.', 'Language': 'English', 'Country': 'United States', 'Awards': '1 nomination total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNTNkMjQzNmQtNzE4ZC00NDlmLTkyYjAtZDZkYTQ5NjBmYThlXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '69/100'}], 'Metascore': '69', 'imdbRating': '6.5', 'imdbVotes': '147,694', 'imdbID': 'tt21382296', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt23149780,"{'Title': 'Eden', 'Year': '2024', 'Rated': 'R', 'Released': '03 Apr 2025', 'Runtime': '120 min', 'Genre': 'Thriller', 'Director': 'Ron Howard', 'Writer': 'Noah Pink, Ron Howard', 'Actors': 'Jude Law, Ana de Armas, Vanessa Kirby', 'Plot': 'Follows a group of people fueled by a profound desire for change; in order to turn their back to society they leave everything behind and set their futures on the harsh landscape of the Galapagos.', 'Language': 'English, Spanish', 'Country': 'United States', 'Awards': 'N/A', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZjJjMjRiNzgtNjFiZC00OWM5LTk2OGEtM2ZhNWI4NzRjZWY0XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '60/100'}], 'Metascore': '60', 'imdbRating': '6.1', 'imdbVotes': '791', 'imdbID': 'tt23149780', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt26446278,"{'Title': 'The Count of Monte-Cristo', 'Year': '2024', 'Rated': 'N/A', 'Released': '20 Dec 2024', 'Runtime': '178 min', 'Genre': 'Action, Adventure, Drama', 'Director': 'Alexandre de La Patellière, Matthieu Delaporte', 'Writer': 'Alexandre Dumas, Alexandre de La Patellière, Matthieu Delaporte', 'Actors': 'Pierre Niney, Bastien Bouillon, Anaïs Demoustier', 'Plot': 'After escaping from an island prison where he spent 14 years for being wrongly accused of state treason, Edmond Dantès returns as the Count of Monte Cristo to exact revenge on the men who betrayed him.', 'Language': 'French, Romanian, Italian, English, Latin', 'Country': 'France, Belgium', 'Awards': '6 wins & 22 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTY4NTA3ZDYtMWVkYy00MGNkLTlmYzUtODQ5YjZlZTA3YjA5XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '75/100'}], 'Metascore': '75', 'imdbRating': '7.6', 'imdbVotes': '34,154', 'imdbID': 'tt26446278', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$529,830', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt27131358,"{'Title': 'We Live in Time', 'Year': '2024', 'Rated': 'R', 'Released': '18 Oct 2024', 'Runtime': '108 min', 'Genre': 'Drama, Romance', 'Director': 'John Crowley', 'Writer': 'Nick Payne', 'Actors': 'Andrew Garfield, Florence Pugh, Grace Delaney', 'Plot': ""After an unusual encounter, a talented chef and a recently divorcée fall in love and build the home and family they've always dreamed of, until a painful truth puts their love story to the test."", 'Language': 'English', 'Country': 'United Kingdom, France', 'Awards': 'N/A', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYmQwNzRiNmItODc4Ny00Mjk4LThmYWQtNjI5OGU4OGUxMmY0XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '59/100'}], 'Metascore': '59', 'imdbRating': '7.0', 'imdbVotes': '34,806', 'imdbID': 'tt27131358', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$24,690,031', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
tt1160419,"{'Title': 'Dune: Part One', 'Year': '2021', 'Rated': 'PG-13', 'Released': '22 Oct 2021', 'Runtime': '155 min', 'Genre': 'Action, Adventure, Drama', 'Director': 'Denis Villeneuve', 'Writer': 'Jon Spaihts, Denis Villeneuve, Eric Roth', 'Actors': 'Timothée Chalamet, Rebecca Ferguson, Zendaya', 'Plot': 'Paul Atreides arrives on Arrakis after his father accepts the stewardship of the dangerous planet. However, chaos ensues after a betrayal as forces clash to control melange, a precious resource.', 'Language': 'English, Mandarin', 'Country': 'United States, Canada', 'Awards': 'Won 6 Oscars. 177 wins & 303 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNWIyNmU5MGYtZDZmNi00ZjAwLWJlYjgtZTc0ZGIxMDE4ZGYwXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '74/100'}], 'Metascore': '74', 'imdbRating': '8.0', 'imdbVotes': '951,653', 'imdbID': 'tt1160419', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$108,897,830', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
